text,word_count,text_length,label
"YANGON (Reuters) - At the end of an illustrated book written for children in Myanmar, a much-loved village teacher who has planted many trees and a beautiful garden tells his students that the time has come for him to leave them.  Oh students,  he says.  I won t be here but you will still have the trees to give you fruit and shade and take care of you every year. So you will remember me and not be so sad.  The author of  The Gardener  was Wa Lone, one of two Reuters journalists who were arrested in Yangon last week and accused of violating the country s colonial-era Official Secrets Act. Wa Lone, 31, and Kyaw Soe Oo, 27, had worked on Reuters coverage of a crisis that has seen some 650,000 Rohingya Muslims flee from a fierce military crackdown on militants in the western state of Rakhine. They have not been seen for a week.   The Gardener  is one of a series published by The Third Story Project, a venture co-founded by Wa Lone that produces books in Burmese, other Myanmar languages and English and distributes them free to children across the country. On the project s website, Wa Lone says the aim was to promote tolerance and harmony in an increasingly multicultural and diverse world.  Lack of understanding has led to conflicts between different communities and finally destroyed peace and stability,  he wrote.  I love every Third Story book because they address important issues for future generations.  In Wa Lone s story, which also carries a message of the importance of protecting the environment, the teacher scatters seeds from his bicycle on the journey to school and years later they have grown into huge trees. He also plants a garden with his students and, there, he tells them stories. He leaves them one day to help another village, where all the trees had been cut down and there was no fruit, water or shelter for the people and animals. The last page of the story shows a figure in the distance and the words:  The teacher said goodbye to his students and rode his old bicycle down the road toward the other village.  ",365,2054,1
"When will government officials who allowed this nightmare to grow like a cancer in Sweden be held accountable? Breitbart  Two asylum seekers who are on trial for raping a Swedish girl and streaming the ordeal live on Facebook will not face deportation back to their home countries.The asylum seekers directly involved in the rape, aged 18 and 21, will not face deportation after the prosecution withdrew their previous claim.From 24 Uppsala: On Tuesday, ending the trial of the three men suspected of involvement in the rape that has been broadcast live in a closed group on Facebook.A 25-year old man is on suspicion of failure to disclose rape, and two men, a 21-year-old and a 18 year old, on probable cause suspected of rape.The three accused men sat sunken in their chairs, and the hearing began with a number of charges against two men, one admitted all seven points including the possession and consumption of drugs and driving without a license and DUI.The most remarkable thing was that the prosecutor Magnus Berggren denied his and prosecutors Pontus Melanders earlier demands for the expulsion of two of the men (18 year old and 21 year old) who were not born in Sweden. Only yesterday, he told me that nothing has changed regarding the claim.Mr. Wallin, who represents the 21-year-old Afghan national, said he and his 18-year-old co-defendant arrived in Sweden when they were under the age of 15. The third defendant in the case, a 25-year-old Iranian immigrant with Swedish citizenship, is also being tried as he is accused of filming the incident and not reporting it to the police. He also faces a charge of defamation as he broadcast the rape on Facebook. However, due to him holding Swedish citizenship, he cannot be deported. Prosecutor Pontus Melander said he was confident he would achieve a guilty verdict.  We have an incredibly good evidence in the form of film material, but it is always up to the district court,  he said.Melander said the likely punishment for the two involved in the attack would be three years in prison, while the 25-year-old who filmed it could receive a one-year sentence. The prosecution argued the sentence for slander should be at least one year due to the fact the video was spread widely on social media and the victim would have to live with it for the rest of her life. ",398,2325,0
"Culture rot The health professionals who will be forced to care for them will be really impressed when they find out how these sub-humans contracted HIV Sex roulette parties where one person is secretly HIV positive and nobody is allowed to use condoms are on the rise, warn doctors. The parties are usually attended by gay men, who are entertained by the  thrill  of not knowing whether they will be infected or not. Spanish doctors have noted a rise in the parties where attendees often take anti-viral drugs to reduce the risk of transmission.Dr Josep Mallolas of Hospital Clinic Barcelona said that the parties are a sign that people have  lost respect  for HIV, reports el Periodico. There is everything: sex roulette parties, or sex parties you can only attend if you already have HIV,  he told the outlet.He added that some of the parties are known as  blue  parties because attendees take anti-viral medication to cut the risk of transmitting the virus.Psychosexual therapist Kate Morley told HelloU:  Going to sex roulette parties is about the risk, partygoers think the higher the risk, the stronger the thrill. Via: Daily Mail ",190,1138,0
"After much back and forth between the white dude wearing a  Black Lives Matter  t-shirt and the black man who appears to be acting as security for corrupt Hillary, the black man suggests he go to the back of the line and ask secret service for permission to enter. The good news is that it appears the line to see Hillary (as usual) is pretty short. If he had to get to the back of the line for a Trump event, that could have been an issue.https://twitter.com/ShaunKing/status/724776822018170881Corrupt Hillary actually sent out this tweet just before the event the white dude in the Black Lives Matter t-shirt wasn t allowed to enter:""As a white person, I have to talk about [racism] more. We are not a post-racial society.""  Hillary to @Maddow #MSNBCTownhall  Hillary Clinton (@HillaryClinton) April 26, 2016",137,810,0
"While Trump is busy claiming that the real news stories are all the leaks coming from the White House, various staffers are so afraid of being accused of leaking information to the press that they ve resorted to finding ways to hide their electronic communications. Some of them are using a chat app called Confide, which erases messages as soon as they re read.Some of these staffers may be behind some of the rogue Twitter accounts, like RoguePOTUSStaff and possibly AltUSPressSec tweet things that they overhear in the White House. But there has been a proliferation of news stories citing anonymous sources within the White House as well, as staffers refuse to be named for obvious reasons.The funny thing is that use of Confide may violate the Presidential Records Act   certain staffers are required by law to use their official email addresses for communications. Using a secret app like Confide not only means they re not using their official accounts, but it also means there s no record at all.The fact that staffers are willing to break the law to avoid Trump s wrath is telling.And they have reason to be afraid. Sean Spicer pointed at government employees as the source of the leaks, saying: When we have government employees that are entrusted with this and then leak it out, that undermines our national security. That s a real concern for this president. And Rep. Devin Nunes, who chairs the House Intelligence Committee, is more interested in rooting out the sources of the leaks than he is about whether or not Michael Flynn broke any laws with his communications with Russia.It s true that the White House leaks are unprecedented, at least insofar as one of George W. Bush s top officials is concerned. Nobody knows where the leaks are coming from yet, but when you have to resort to secrecy just to avoid your boss  wrath and accusations even if you re not doing anything wrong there s a serious problem.Featured image by Mario Tama via Getty Images",339,1969,0
"CAIRO (Reuters) - Egyptian President Abdel Fattah al-Sisi s strongest potential challenger in the country s 2018 election plans to return from exile in the coming weeks, his daughter said on Friday. Ahmed Shafik, a former air force commander and government minister, said this week he intended to run for president in a surprise announcement from the United Arab Emirates (UAE), where he is based. Shafik s daughter May Shafik told Reuters on Friday he was preparing to depart, first for Europe and the United States.  Then he will head back to Egypt to start his presidential campaign,  she said. Shafik had been prevented from leaving the UAE in previous days but had now received assurances that he could travel freely, she said, without specifying who gave the assurances. The UAE denied placing any movement restrictions on Shafik, after a video of him aired by Qatari-owned TV channel Al Jazeera said he had been barred from travel. May Shafik said there had been no intention to release that video, and that it had been leaked to Al Jazeera. The video was filmed as a precaution, she said. The UAE is an ally of Sisi s government, which has been officially silent on Shafik s candidacy announcement. Several Egyptian TV pundits, however, came out against Shafik in a sign of opposition he is likely to face from state-linked media. Shafik is the most serious potential challenger yet to Sisi, who is widely expected to seek a second term, although he has not yet announced he will run. Sisi as a military commander led the ousting of former president Mohamed Mursi of the Muslim Brotherhood in 2013, before his own landslide election a year later. Sisi s supporters see him as key to stability following prolonged, violent upheaval that followed the 2011 Egyptian revolt that toppled president Hosni Mubarak. Sisi s government is fighting an Islamist militant insurgency in the Sinai region and has also enacted painful austerity reforms over the last year that critics say have dented his popularity. Shafik, a minister under Mubarak, narrowly lost to Mursi in Egypt s 2012 election before fleeing overseas. ",355,2116,1
"Silly parents you don t get to decide if, or when to talk to your kids about the .03% of the population who consider themselves to be  transgender.  And oh yeah your kids teacher will also inform your child that the gender they re born with doesn t matter, and that they can actually choose the gender they identify with.  Because liberal educators know better than you what s best for your child.The Rocklin Academy school board is facing tough questions from parents concerned over a controversial incident involving transgender discussions inside a kindergarten class. These parents feel betrayed by the school district that they were not notified,  said Karen England with the Capitol Resource Institute.WATCH:The incident happened earlier this summer during the last few days of the academic school year.At Monday night s board meeting, the teacher at the center of the controversy spoke out. With emotions high, she addressed a packed house. I m so proud of my students, it was never my intent to harm any students but to help them through a difficult situation,  she said.The teacher defended her actions to read two children s books about transgenderism including one titled  I am Jazz.  She says the books were given to her by a transgender child going through a transition. The kindergartners came home very confused, about whether or not you can pick your gender, whether or not they really were a boy or a girl,  said England.And many parents say they feel betrayed and blindsided. I want her to hear from me as a parent what her gender identity means to her and our family, not from a book that may be controversial,  a parent said. My daughter came home crying and shaking so afraid she could turn into a boy,  another parent said.The issue was not on the agenda, so parents spoke out during public comment. It s really about the parents being informed and involved and giving us the choice and rights of what s being introduced to our kids, and at what age,  said parent Chelsea McQuistan.Many teachers also spoke out in support of what transpired inside the classroom. They spoke about the importance of teaching students about diversity and having healthy dialogues.Unlike sex education, the topics of gender identity don t require prior parental notice.  Sacramento CBS ",386,2288,0
"WASHINGTON (Reuters) - President Donald Trump is considering a plan to oust Secretary of State Rex Tillerson, whose relationship has been strained by the top U.S. diplomat’s softer line on North Korea and other differences, senior administration officials said on Thursday. Tillerson would be replaced within weeks by CIA Director Mike Pompeo, a Trump loyalist and foreign policy hard-liner, under a White House plan to carry out the most significant staff shake-up so far of the Trump administration.                                 Republican Senator Tom Cotton, one of Trump’s staunchest defenders in Congress, would be tapped to replace Pompeo at the Central Intelligence Agency, the officials told Reuters, speaking on condition of anonymity. It was not immediately clear whether Trump had given final approval to the reshuffle, but one of the officials said the president asked for the plan to be put together. Tillerson’s long-rumored departure would end a troubled tenure for the former Exxon Mobil Corp chief executive, who has been increasingly at odds with Trump over issues such as North Korea and under fire for planned cuts at the State Department. Tillerson was reported in October to have privately called Trump a “moron,” something the secretary of state sought to dismiss. That followed a tweet by Trump that Tillerson should not waste his time by seeking negotiations with North Korea over its nuclear and missile program, widely seen as a sign of the secretary of state being marginalized. Trump has soured on Tillerson mostly because of the “moron” report, his less confrontational approach on North Korea and differences over the Qatar crisis, one senior U.S. official said.  His slow approach to filling diplomatic openings at the State Department is also a factor, another official said. Trump asked John Kelly, the White House chief of staff, to develop the transition strategy, and it has been discussed with other officials, one administration source said.  Under the plan, which has been in the works for weeks and was first reported by the New York Times, the reshuffle would happen around the end of the year or shortly afterward, the official said. Asked whether he wanted Tillerson to remain in his job, Trump sidestepped the question, telling reporters at the White House: “He’s here. Rex is here.” State Department spokeswoman Heather Nauert said Kelly told Tillerson’s chief of staff on Thursday the reports on Tillerson being replaced were not true. Nauert added that Tillerson  “serves at the pleasure of the president.” Asked about Tillerson, White House spokeswoman Sarah Sanders said the secretary of state remained in his post. “When the president loses confidence in someone, they will no longer serve here,” she said. Pompeo, a former congressman, has moved to the forefront as he has gained Trump’s trust on national security matters. Tillerson, 65, has spent much of his tenure trying to smooth the rough edges of Trump’s unilateralist “America First” foreign policy, with limited success. On several occasions, the  president publicly undercut his diplomatic initiatives. A source familiar with Tillerson’s thinking said the secretary of state’s original plan when he took the job was to leave in February. If carried out, the staff changes would be the latest in a string of firings or resignations in the Trump administration including the departures of the chief of staff, national security adviser and FBI director. Pompeo, 53, has taken tough foreign policy stands,  especially on Iran, and talked about how his agency is becoming more aggressive and how he has been focusing on deploying more CIA officers overseas.     He has offered effusive praise for Trump despite the president’s criticism of U.S. intelligence agencies, some of which concluded that Russia conducted an influence campaign to boost Trump in the 2016 presidential election. Tillerson has at times put distance between himself and Trump’s positions. At a private dinner of foreign policy veterans last month, a senior White House official criticized Tillerson for failing to support the president’s agenda, according to a person familiar with the matter. Tillerson joined Defense Secretary Jim Mattis in pressing  Trump not to pull the United States out of an agreement with Iran and world powers over Tehran’s nuclear capabilities.   Tillerson has taken a more hawkish view than Trump on Russia and tried to mediate a dispute after four Arab nations launched a boycott of Qatar. In September in Beijing, Tillerson said Washington was probing North Korea to see whether it was interested in dialogue, and had multiple direct channels of communication with Pyongyang. The next day, Trump appeared to dismiss those efforts in a tweet, telling Tillerson he was “wasting his time.” Tensions have also run high between Tillerson and veteran diplomats who oppose his proposed staff and budget cuts. ",776,4914,1
"Hillary Clinton always putting a radical ideology and her own personal financial gain before the best interests of America. Is this really the kind of leader America needs after 8 miserable, lawless years of Barack Obama? Under two terms of a President Hillary Clinton, the U.S. Muslim population would exceed Germany s current Muslim population, according to data from Pew Research Center and the Department of Homeland Security.According to a Pew report published earlier this week,  as of 2010, there were 4.8 million Muslims in Germany. In September, 2015, Democratic presidential candidate Hillary Clinton that the United States should accept 65,000 refugees from Syria to help alleviate the humanitarian crisis created by the war there. We re facing the worst refugee crisis since the end of World War II and I think the United States has to do more,  the former secretary of state said Sunday on CBS   Face the Nation.   I would like to see us move from what is a good start with 10,000 to 65,000 and begin immediately to put into place the mechanisms for vetting the people that we would take in.  Via: CBS NewsHere s Trump on the out-of-control refugee crisis and common sense ideas on how he thinks America should deal with it:A Pew report from January of this year estimated that there are roughly 3.3 million Muslims living in the United States. This means that today the U.S. already has a larger Muslim population than does Kuwait, or Brunei, or Bahrain, or Djibouti, or Qatar. Under current policy, Pew projects the number of Muslims in America will outnumber Jews by 2040. However, under a President Hillary Clinton it s possible that date could come much sooner.Under two terms of a Hillary Clinton presidency, the U.S. would have a Muslim population that is larger than Germany s Muslim population of 4.8 million.Based on the most recent DHS data available, the U.S. permanently resettled roughly 149,000 migrants from predominantly Muslim countries on green cards in 2014.Yet, as Donald Trump explained during Thursday night acceptance speech at the Republican National Convention, Clinton  has called for a radical 550% increase in Syrian refugees on top of existing massive refugee flows coming into our country under President Obama. Specifically, Clinton had said that, as president, she would expand Muslim migration by importing an additional 65,000 Syrian refugees into the United States during the course of a single fiscal year. Clinton has made no indication that she would limit her proposed Syrian refugee program to one year.As Trump explained, Clinton s Syrian refugees would come on top of the tens of thousands of refugees the U.S. already admits from Muslim countries.Adding Clinton s 65,000 Syrian refugees to the approximately 149,000 Muslim migrants the U.S. resettled on green cards in the course of one year, means that Clinton could permanently resettle roughly 214,000 Muslim migrants in her first year as President. If Clinton were to continue her Syrian refugee program throughout her Presidency, she could potentially resettle roughly 1.5 million Muslim migrants during her first two terms.These projections suggest that after seven years of a Hillary Clinton Presidency, the U.S. could have a Muslim population that is larger than Germany s Muslim population of 4.8 million.These projections are rough estimates, and the population size could be impacted by additional various factors  including births, deaths, and conversions. Via: Breitbart News",559,3495,0
"Who exactly will Gray and Burguiere of Glenn Beck s Blaze see fit to cover? Will they double down on Lindsey Graham? Maybe they plan to focus more on Jeb Bush? No more Trump?Glenn Beck s program with Pat Gray and Stu Burguiere is taking HuffPost s stance on Donald Trump a giant step further   they re going to pretend he doesn t exist. It s the Glenn Beck Program with Pat & Stu, now 100% Trump Free, with 100% Less Trump,  Gray announced on Wednesday s program. I m sick of it,  said Burguiere.  So we re moving on. Can t do another show. Late last week, HuffPost declared that the site was moving the presidential frontrunner to its entertainment pages.Via: Daily Caller",124,673,0
"PARIS (Reuters) - Emmanuel Macron on Sunday said he was a president of all French, dismissing opponents  criticisms that his policies favor the rich while urging his countrymen to adopt a more positive attitude toward success. In his first months in power, Macron has defied street protests to loosen France s labor laws, moved to scrap the wealth tax and cut housing aid. His sometimes forthright style has forced him to fend off accusations that he holds the working class in contempt, but Macron said he was a leader who would  keep saying things as they are.  The 39-year-old, whose election win sidelined France s mainstream political parties and tore apart the country s traditional left-right divide, sought to reassure left-wing voters in his first live TV interview since taking office in May.  We re taking care of the France where things aren t going well,  Macron said.  I m doing what I said I would do during the election campaign.  Macron angered unions last week with comments he made during a visit to a car parts factory, saying workers protesting over job losses should look for work at a nearby plant rather than  kicking up a bloody mess .  He said that reforms to overhaul France s unemployment insurance and professional training systems, which will be discussed in the next few weeks, would help the most in need while encouraging social mobility and merit. Macron, whose popularity has slumped since his election, said the aim of scrapping the wealth tax was to help to retain talent in France and encourage the wealthy to invest.  For our society to get better, we need people who succeed. We shouldn t be jealous of them, we should say:  fantastic ,  he said.     But the move has prompted opponents to label the former investment banker  president of the rich .    He s not president of the rich, he is president of the super rich, those who funded his campaign,  right-winger Nicolas Dupont-Aignan said. Left-wing daily Liberation said on its Monday front page Macron was  brandishing individual success like a mantra  under the headline:  Succeed, bloody hell! , in a reference to his comments at the car parts factory. In the more than hour-long interview at the Elysee palace that focused on his domestic agenda, Macron also said his economic reforms would start bearing fruit within two years.  Unemployment is currently falling. You ll see the full effect of the reforms currently carried out by the government in 1-1/2 to two years,  he said  During the campaign, Macron promised to lower France s stubbornly high unemployment rate to 7 percent by the end of his mandate from near double digits.  On the international front, he said that despite disagreements with U.S. President Donald Trump over Iran and climate change, he would continue to work with the billionaire.  I constantly talk to the American president, because it s my duty,  he said.  It s the right way to do it because he is the head of the top power so it s necessary to anchor him to this partnership and multilateralism.  On Iran, he said he would go to Tehran in  due time , but added:  We must be more stringent with Iran on its ballistic activity, the missiles it shoots and which are not nuclear and Iran s action in the region.     ",558,3242,1
" STOCKHOLM/CHICAGO (Reuters) - U.S. academic Richard Thaler, who helped popularize the idea of  nudging  people towards doing what was best for them, won the 2017 Nobel Economics Prize on Monday for his work on how human nature affects supposedly rational markets.  Influential in the field of behavioral economics, his research showed how traits such as lack of self-control and fear of losing what you already have prompt decisions that may not have the best outcome in the longer term.   I think the most important impact (of my research) is the recognition that economic agents are human and economic models have to incorporate that,  Thaler, a professor at the University of Chicago Booth School of Business, said in a call broadcast at the Nobel news conference.  Asked at a separate news conference in Chicago if it was difficult to get traditional, data-oriented economists to embrace his ideas, Thaler said it was ""impossible...economists don't do a lot of embracing actually.""  Awarding the 9 million Swedish crown ($1.1 million) prize, the Royal Swedish Academy of Sciences said:  Richard Thaler s contributions have built a bridge between the economic and psychological analyses of individual decision-making.    His empirical findings and theoretical insights have been instrumental in creating the new and rapidly expanding field of behavioral economics, which has had a profound impact on many areas of economic research and policy.   Thaler brought to prominence the idea of  nudge  economics, where individuals are subtly guided toward beneficial behaviors without heavy-handed compulsion, the theme of a 2008 book he co-wrote which caught the eye of policymakers around the world.  In research focused on self control - or the lack of it - Thaler touched on an age-old problem: why New Year s resolutions to change aspects of your life are notoriously hard to keep.  The issue has relevance for economics as individuals  tendency to fall prey to temptation often negatively affects plans to, for instance, save for retirement.  Together with Professor Cass Sunstein, he argued that society - while maintaining freedom of choice - should actively try to guide individuals in the right direction.  Their book, titled  Nudge: Improving Decisions about Health, Wealth, and Happiness  became popular with some western politicians seeking ways to encourage their citizens to save and live healthily, without incurring voters  wrath for raising taxes or banning behavior outright.   This has also been used in public pension systems in the United States and the general idea of  nudging  ... has made a breakthrough in public policy making,  Torsten Persson, economics prize committee member, told Reuters.   There s also a nudging unit for the UK government, there s one for the Australian government, it even affects the Swedish government when they think about these things.   David Laibson, chair of Harvard University s economics department, said many of Thaler s theories have been widely applied by business and government, aiming to get individuals to do a range of actions such as paying parking tickets and getting flu shots.   If you live in a developed country, there s some firm or entity that has read these ideas and started to affect your life,  Laibson said.  Influential in academic circles, the movie-going public may have noticed Thaler make a brief cameo in the 2015 film  The Big Short , explaining the so-called  hot-hand fallacy  where past success is expected to also warrant success in the future, with pop star Selena Gomez.   I basically have made a career stealing ideas from psychologists,  Thaler joked at the Chicago news conference.  Asked how he would spend his prize money, he said:   I will spend it as irrationally as possible.   The economics prize, officially called the Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel, was established in 1968. It was not part of the original group of awards set out in dynamite tycoon Nobel s 1895 will.  Economy is the last of this year s Nobels, with prizes for physiology or medicine, physics, chemistry, literature and peace awarded last week.  The United States has dominated the economics prize, with American economists accounting for roughly half of laureates since the inception of the award. Indeed, between 2000 and 2013, U.S. academics won or shared the prize every year.  While Americans have dominated the Nobel science and economics prizes, another category of researchers - women - have been few and far between. Indeed only one woman - Elinor Ostrom in 2009 - has won the economics prize to date, and not a single individual woman won any Nobel award in 2017.   We are disappointed looking in a larger perspective that there aren t more women who have been rewarded,  the Academy s secretary general Goran Hansson said.  He said the Academy would hold a conference to discuss the issue and nominators will be asked to identify women scientists for recognition and also consider ethnic and geographic diversity.   We are concerned, we are taking measures. I hope that in five years, 10 years, we will see a very different distribution,  Hansson said.  (For graphic on Nobel Prize winners, click - tmsnrt.rs/2hMJ6aQ)  ",840,5241,1
"(Reuters) - Senate Republicans mounted a concerted defense of one of President Donald Trump’s nominees to a federal appeals court on Wednesday, suggesting a nonpartisan lawyers’ group rating of Leonard Steven Grasz as “not qualified” for the bench was biased. During a Senate Judiciary Committee hearing on Grasz’s nomination, the Republicans universally praised the Nebraska lawyer, whom Trump wants to fill a vacancy on the 8th U.S. Circuit Court of Appeals in St. Louis.  Negative assessments by the American Bar Association, which has been evaluating federal court picks for decades, are rare. It last gave an appeals court nominee a rating of “not qualified” in 2006. That nominee was withdrawn.  The ABA’s 15-member standing committee on the federal judiciary voted unanimously on the poor rating for Grasz, with one member abstaining. The report focused largely on Grasz’s advocacy on conservative social issues, including his opposition to abortion rights. “Many questioned whether Mr. Grasz would be able to detach himself from his deeply held social agenda,” Pamela Bresnahan, chair of the group’s judicial nominee vetting committee, said in a statement. On Wednesday, Republican senators questioned the credibility of the process. “They do a terrific job ordinarily, but sometimes they’re just ridiculous, and in your case I think they’re not only ridiculous, they’ve been political,” Republican Senator Orrin Hatch said, adding he would support Grasz’s appointment.  The dustup over Grasz comes as the full Senate continues to confirm Trump’s judicial choices amid Republican complaints that Democrats are obstructing the process. Ten have been confirmed so far, including Joan Larsen, who was approved on Wednesday to sit on the federal appeals bench in Cincinnati.  The ABA, the largest lawyers group in the United States, says its judicial evaluations are non-partisan, taking into account experience, knowledge of the law and other factors, but not political or ideological views.  As Nebraska’s former chief deputy attorney general, Grasz defended the state’s “partial-birth” abortion ban, among other laws.  Grasz told the senators he would be bound to follow the Supreme Court’s abortion precedents. He said that during the second interview by the ABA, “I was asked repeatedly for my personal opinions on social issues including abortion.” Nebraska Senator Deb Fischer, a Republican, called the ABA rating a “baseless political character assassination.” She claimed the two main evaluators both had ties with Democrats.  Bresnahan declined comment on Wednesday. She will testify before the Judiciary Committee on Nov. 15. ",400,2641,1
"UNITED NATIONS (Reuters) - The United Nations Security Council is discussing a resolution to impose accountability after a report blamed the Syrian government for a sarin attack that killed dozens of people in April, the British ambassador to the U.N. said on Friday. ",43,268,1
"Join Patrick every Wednesday at Independent Talk 1100 KFNX and globally at Alternate Current Radio for the very best in news, views and analysis on all top stories domestically and abroad THIS WEEK: Episode #17 This week we cover MSNBC and Rachel Maddow s epic Geraldo Moment, along with more palace intrigue in Washington, as the House prepares for its much anticipated  Russian Hearings  starting next week. What does this mean for America s new President? We ll find out Tonight, host Patrick Henningsen is joined by political and international affairs analyst, Daniel Faraci, Director of Grassroots Political Consulting based in Washington DC, to discuss the latest issues, obstacles and political power struggles embroiling the Trump White House, as well as some potentially major foreign policy rifts emerging   as a result of additional US troops deployed inside of Syria this week, and also serious problems facing Saudi Arabia over their military operations in Yemen.Tonight we ll talk about what this means going forward in 2017. Listen Listen to  EP 17: Patrick Henningsen LIVE With Daniel Faraci  on Spreaker.This program broadcasts LIVE every Wednesday night from 9pm to 10pm MST, post-drive time and after the Savage Nation, on Independent Talk 1100 KFNX over the terrestrial AM band across the greater Phoenix and central Arizona region, and live over global satellite and online via www.1100kfnx.com.LISTEN TO MORE INTERVIEWS AT PATRICK HENNINGSEN LIVE  SHOW ARCHIVESREAD MORE TRUMP NEWS AT: 21st Century Wire Trump FilesSUPPORT OUR WORK BY SUBSCRIBING & BECOMING A MEMBER @21WIRE.TV",250,1599,0
"WASHINGTON (Reuters) - Veteran U.S. diplomat Anne Patterson is out of the running to under secretary of defense for policy, U.S. officials said on Tuesday, depriving Defense Secretary Jim Mattis of his choice for his top policy adviser. Speaking on condition of anonymity, the officials said  Patterson ran into resistance on Capitol Hill that might have made it hard for her to win confirmation by the U.S. Senate. The Washington Post first reported that Patterson, who had previously served as the top U.S. diplomat for the Middle East and as ambassador to Egypt, Pakistan, Colombia and El Salvador, was no longer a candidate. The newspaper reported that Senator Tom Cotton of Arkansas and Senator Ted Cruz of Texas, both Republicans and members of the Senate Armed Services Committee that would have reviewed her candidacy, opposed her selection. Aides to both did not respond to requests for comment. It was not immediately clear whether Patterson also faced opposition from the White House, though one Trump administration official said there has been a tug-of-war between Mattis and the White House over who should fill the top slots at the Pentagon. “The White House is being met with resistance from Secretary Mattis on almost every single one of our suggestions of who we would like in senior DoD jobs,” said the official, saying “we are basically at a gridlock” but he hoped this would end soon. As under secretary of defense for policy, Patterson would have been the top policy adviser to the defense secretary as well as one of the primary links between the Pentagon and the rest of the U.S. national security apparatus. It was unclear how soon Mattis might offer an alternative for that or other key senior posts that, like many at the State Department, remain empty. ",298,1781,1
"So who does Canada believe is the actual victim is here?Have you seen the cover of the new Maclean s magazine? That s Rinelle Harper sitting down   she s the Aboriginal woman who was attacked and left for dead in Winnipeg.She became a symbol for racist violence against Aboriginal women   though her alleged attacker was himself Aboriginal.That girl on the right is Amanda Lindhout. She was a waitress who decided she wanted to be a war reporter in Afghanistan, Iraq and Somalia; she was kidnapped by Muslim terrorists and tortured and raped repeatedly.So you ve got two innocent women who were brutalized by violence and would never hurt a fly.And then you ve got Omar Khadr standing behind them, with a huge grin on his face.Omar Khadr is a confessed, convicted Al Qaida terrorist. He plead guilty to five charges of war crimes. He murdered Sgt. Christopher Speer, leaving Tabitha Speer a widow, and their two children, Taryn and Tanner, fatherless.Omar Khadr has never renounced Al Qaida or said that he regrets what he did.Here s how Maclean s describes him, though: Omar Khadr was imprisoned in Guantanamo, captured in 2002 by American forces in Afghanistan and charged with war crimes. So, no mention of the murder he confessed to or his conviction for war crimes.Would Maclean s magazine put a smiling, chatty Paul Bernardo on their cover, and say,  he s suffered so deeply in prison   all because he was charged with crimes. Both are pathological murderers. Why the celebrity treatment?This isn t journalism.This is propaganda.Via: The Rebelh/t Weasel Zippers",261,1567,0
"BEIRUT (Reuters) - Thousands of people took to the streets of Tehran on Wednesday to bury a soldier whose beheading by Islamic State has come to symbolize the righteousness of Iran s military involvement in Syria. In what has become an iconic image on Iranian media, 25-year-old Revolutionary Guard Mohsen Hojaji is shown looking calmly into camera after his capture as he is led away by an insurgent with blood on his face, holding a knife. The photograph was posted by Islamic State. Even Iranians critical of their government s military intervention in Syria to help President Bashar al-Assad have taken to social media to express their admiration for Hojaji, who was killed last month. The Revolutionary Guards, Iran s most powerful military force who also oversee an economic empire worth billions of dollars, were initially quiet about their role in Syria. But in recent years, as casualties have mounted, they have been more outspoken about their engagement, framing it as an existential struggle against the Sunni Muslim extremists of Islamic State who see Shi ites, the majority of Iran s population, as apostates. Guards killed in Syria and Iraq are touted as protectors of Shi ite holy sites and labeled  defenders of the shrine  on websites linked to the Guards. Supreme leader Ayatollah Ali Khamenei prayed over Hojaji s coffin and met with his family on Wednesday, state media reported. Large crowds carrying red flags, symbolizing martyrdom, and pictures of Hojaji processed to the funeral in Tehran, pictures on state TV showed. Parliament speaker Ali Larijani and former president Mahmoud Ahmadinejad were among the dignitaries who attended, state media said.  Look at what a stir the martyrdom of this youth has created in the country,  Khamenei said, according to his website. Hojaji s funeral comes only three days before Ashura, one of the most important religious events for Shi ites and a traditional period of mourning which commemorates the death of Imam Hussein, the grandson of the Prophet Mohammed. The Guards recovered Hojaji s body through a deal between Islamic State, the Syrian army and Lebanese Shi ite group Hezbollah. More than 300 IS fighters and about 300 family members were allowed to evacuate Syria s western border with Lebanon under the ceasefire agreement.  On June 7, Islamic State claimed an attack on Tehran s parliament and the mausoleum of Ayatollah Ruhollah Khomeini, the founder of the Islamic Republic, killing 18 people. The Revolutionary Guards fired missiles at Islamic State bases in Syria on June 18 in response.     ",419,2574,1
